future_tense,past_tense,present_tense
0.09090909090909091,0.18181818181818182,0.7272727272727273
0.0,0.0,0.0
0.3333333333333333,0.0,0.6666666666666666
0.06666666666666667,0.3333333333333333,0.6
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.14285714285714285,0.8571428571428571
0.2,0.0,0.8
0.25,0.0,0.75
0.0,0.0,0.0
0.0,0.5714285714285714,0.42857142857142855
0.0,0.5,0.5
0.3333333333333333,0.0,0.6666666666666666
0.14285714285714285,0.0,0.8571428571428571
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.25,0.25,0.5
0.0,0.0,0.0
0.0,0.16666666666666666,0.8333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.0,0.75
0.0,0.0,0.0
0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.5555555555555556,0.4444444444444444
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2857142857142857,0.14285714285714285,0.5714285714285714
0.0,0.0,0.0
0.0,0.0,0.0
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
0.18181818181818182,0.18181818181818182,0.6363636363636364
0.0,0.0,0.0
0.0,0.0,0.0
0.06060606060606061,0.12121212121212122,0.8181818181818182
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.2,0.8
0.0,1.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.25,0.75
0.0,0.0,1.0
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.2,0.2,0.6
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,0.0
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,0.0
0.0,0.5,0.5
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.2222222222222222,0.0,0.7777777777777778
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.2857142857142857,0.0,0.7142857142857143
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.25,0.75
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.125,0.875
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.25,0.75
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.5454545454545454,0.45454545454545453
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.3333333333333333,0.6666666666666666
0.1,0.3,0.6
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.0,0.0
0.5,0.0,0.5
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.25,0.0,0.75
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.75,0.25
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.0,0.1111111111111111,0.8888888888888888
0.0,0.0,1.0
0.08333333333333333,0.4166666666666667,0.5
0.0,0.0,1.0
0.0,0.14285714285714285,0.8571428571428571
0.2,0.0,0.8
0.0,0.0,1.0
0.0,0.2857142857142857,0.7142857142857143
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.14285714285714285,0.8571428571428571
0.125,0.25,0.625
0.0,0.0,1.0
0.0,0.0,1.0
0.1111111111111111,0.25925925925925924,0.6296296296296297
0.0,0.18181818181818182,0.8181818181818182
0.16666666666666666,0.3333333333333333,0.5
0.0,0.0,1.0
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.0,0.2,0.8
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.125,0.875
0.0,0.0,1.0
0.0,0.2222222222222222,0.7777777777777778
0.0,0.0,0.0
0.0,0.4,0.6
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.125,0.875
0.0,0.25,0.75
0.0,0.2,0.8
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.16666666666666666,0.8333333333333334
0.14285714285714285,0.0,0.8571428571428571
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.5,0.5
0.3333333333333333,0.0,0.6666666666666666
0.08333333333333333,0.25,0.6666666666666666
0.0,0.0,1.0
0.5,0.0,0.5
0.0,0.6666666666666666,0.3333333333333333
0.0,0.16666666666666666,0.8333333333333334
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.25,0.0,0.75
0.0,0.0,0.0
0.0,0.0,1.0
0.2,0.0,0.8
0.1,0.0,0.9
0.3333333333333333,0.0,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.875
0.0,0.25,0.75
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.16666666666666666,0.1111111111111111,0.7222222222222222
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.25,0.75
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.14285714285714285,0.0,0.8571428571428571
0.0,0.25,0.75
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.2857142857142857,0.7142857142857143
0.0,0.3333333333333333,0.6666666666666666
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.23076923076923078,0.7692307692307693
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.4,0.6
0.0,0.0,1.0
0.0,0.0,0.0
0.25,0.25,0.5
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.125,0.875
0.0,0.0,0.0
0.0,0.2,0.8
0.0,0.0,1.0
0.0,0.0,1.0
0.08333333333333333,0.16666666666666666,0.75
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.5,0.0,0.5
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.25,0.75
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.2857142857142857,0.0,0.7142857142857143
0.0,0.0,1.0
0.0,1.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.11764705882352941,0.8823529411764706
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.25,0.75
0.0,0.0,1.0
0.0,0.0,1.0
0.25,0.0,0.75
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.25,0.75
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.09090909090909091,0.9090909090909091
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.14285714285714285,0.8571428571428571
0.0,0.0,1.0
0.0,0.3,0.7
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.2222222222222222,0.7777777777777778
0.0,0.14285714285714285,0.8571428571428571
0.0,1.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.1111111111111111,0.1111111111111111,0.7777777777777778
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.2,0.8
0.16666666666666666,0.3333333333333333,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,1.0
0.25,0.25,0.5
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.1111111111111111,0.8888888888888888
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.058823529411764705,0.11764705882352941,0.8235294117647058
0.0,0.6666666666666666,0.3333333333333333
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.2857142857142857,0.7142857142857143
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.5,0.5
0.16666666666666666,0.0,0.8333333333333334
0.0,0.0,1.0
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.0,0.0,0.0
0.0,0.125,0.875
0.07142857142857142,0.07142857142857142,0.8571428571428571
1.0,0.0,0.0
0.0,0.6666666666666666,0.3333333333333333
0.0,0.18181818181818182,0.8181818181818182
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.0,0.25,0.75
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.5,0.0,0.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.25,0.0,0.75
0.5,0.0,0.5
0.0,1.0,0.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.14285714285714285,0.8571428571428571
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2,0.0,0.8
0.0,0.0,1.0
0.5,0.0,0.5
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.0,0.0,1.0
0.0,0.0,0.0
0.14285714285714285,0.0,0.8571428571428571
0.1,0.0,0.9
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.1,0.0,0.9
0.0,0.0,0.0
0.0,0.16666666666666666,0.8333333333333334
0.0,0.0,1.0
0.0,0.25,0.75
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.2,0.0,0.8
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.25,0.75
0.0,0.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.5,0.5
0.0,0.16666666666666666,0.8333333333333334
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.2,0.4,0.4
0.1111111111111111,0.5555555555555556,0.3333333333333333
0.0,0.0,1.0
0.0,0.0,1.0
0.06666666666666667,0.3333333333333333,0.6
0.0,0.4166666666666667,0.5833333333333334
0.2,0.0,0.8
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.36363636363636365,0.6363636363636364
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.2,0.8
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.09090909090909091,0.0,0.9090909090909091
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.2222222222222222,0.7777777777777778
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.16666666666666666,0.8333333333333334
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16666666666666666,0.0,0.8333333333333334
0.0,0.0,0.0
0.14285714285714285,0.14285714285714285,0.7142857142857143
0.0,0.2,0.8
0.0,0.0,1.0
0.2,0.0,0.8
0.0,0.0,0.0
0.14285714285714285,0.0,0.8571428571428571
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0625,0.375,0.5625
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.5,0.0,0.5
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.2,0.8
0.0,0.5714285714285714,0.42857142857142855
0.0,0.42857142857142855,0.5714285714285714
0.0,0.0,0.0
0.0,0.0,1.0
0.0,1.0,0.0
0.0,0.14285714285714285,0.8571428571428571
0.0,0.6,0.4
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.4,0.6
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.3333333333333333,0.6666666666666666
0.0,0.0,1.0
0.125,0.0,0.875
0.2857142857142857,0.0,0.7142857142857143
0.0,0.0,0.0
0.0,0.75,0.25
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.0,0.75
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.16666666666666666,0.0,0.8333333333333334
0.0,0.0,1.0
0.0,0.0,0.0
0.11764705882352941,0.23529411764705882,0.6470588235294118
0.0,0.0,0.0
